id,text,label
695,"Lawyer attacks anti-terror laws

A senior barrister who has resigned in protest over the government's anti-terror laws says the current system is giving Britain a bad name.

Ian MacDonald QC quit when the government failed to recognise a House of Lords ruling that detaining terror suspects indefinitely is unlawful. He was part of a 19-strong panel who have special security clearance to act for suspected terrorists. Five more barristers are now reported to be threatening to resign.

Mr MacDonald told BBC News: ""The reason why I am resigning is because I fundamentally disagree with locking people up without any trial for an indefinite period on reasonable suspicion. ""The current legal system is certainly having a very adverse effect on the Muslim community in Britain and the whole Asian community. ""I think it is giving Britain a bad name internationally"".

Under the Anti-Terrorism, Crime and Security Act introduced by the government in 2001 in response to the 11 September attacks, foreign nationals suspected of involvement in terrorism who cannot be deported can be held indefinitely without trial. But Mr MacDonald believes that detainees currently being held should be entitled to a trial by jury. ""My own view is we need to have a full return to trial by jury, a proper criminal trial with proper accusations. ""As far as I'm concerned, the government have to start all over again and rethink their whole strategy for dealing with this."" he added.

The Attorney General Lord Goldsmith will receive a letter of resignation from Mr MacDonald on Monday. According to the Independent, his resignation is expected to be followed by those of five other barristers - Nicholas Blake QC, Andrew Nicol QC, Manjit Singh Gill QC, Rick Scannell and Tom de la Mare. They are all believed to be carefully considering their positions on the panel of Special Advocates who represent detainees before the Special Immigration Appeals Commission (SIAC) - a secure court without a jury, which tries terror suspects. Mr MacDonald said he had ""no idea"" whether further resignations would follow. But Barry Hugill, a spokesman for the campaign group Liberty, told Radio 4's Today programme that more lawyers may go. ""I can assure that there is a distinct possibilty that more lawyers may be resigning,"" he said. ""They are now in a situation where everything they have been trained to believe in, the right to trial by jury, has been abandoned and that is what gives some of them sleepless nights.""

Helena Kennedy, a Labour peer and a human rights lawyer, said the Special Advocates' main concern was that once they had seen any special intelligence they were not allowed to speak to the detainees. ""When this whole procedure was being considered immediately after 11 September there was a great deal of argument particularly in the House of Lords about whether there really was a process that could be considered a judicial review,"" she said. ""Without that you are having detention with no habeus corpus and really a blot, as Ian McDonald has said, on our legal landscape, something really quite shocking with regard to the rule of the law.""
",7
988,"Voters flock to blog awards site

Voting is under way for the annual Bloggies which recognise the best web blogs - online spaces where people publish their thoughts - of the year.

Nominations were announced on Sunday, but traffic to the official site was so heavy that the website was temporarily closed because of too many visitors. Weblogs have been nominated in 30 categories, from the top regional blog, to the best-kept-secret blog. Blogs had a huge year, with a top US dictionary naming ""blog"" word of 2004. Technorati, a blog search engine, tracks about six million blogs and says that more than 12,000 are added daily. A blog is created every 5.8 seconds, according to US research think-tank Pew Internet and American Life, but less than 40% of the total are updated at least once every two months.

Nikolai Nolan, who has run the Bloggies for the past five years, told the BBC News website he was not too surprised by the amount of voters who crowded the site. ""The awards always get a lot of traffic; this was just my first year on a server with a bandwidth limit, so I had to guess how much I'd need,"" he said. There were many new finalists this year, he added, and a few that had won Bloggies before. Several entries reflected specific news events. ""There are four nominations for the South-East Asia Earthquake and Tsunami Blog, which is a pretty timely one for 2005,"" said Mr Nolan.

The big Bloggies battle will be for the ultimate prize of blog of the year. The nominated blogs are wide-ranging covering what is in the news to quirky sites of interest. Fighting it out for the coveted award are Gawker, This Fish Needs a Bicycle, Wonkette, Boing Boing, and Gothamist. In a sign that blogs are playing an increasingly key part in spreading news and current affairs, The South-East Asia Earthquake and Tsunami Blog is also nominated in the best overall category. GreenFairyDotcom, Londonist, Hicksdesign, PlasticBag and London Underground Tube Blog are the nominees in the best British or Irish weblog.

Included in the other categories is best ""meme"". This is for the top ""replicating idea that spread about weblogs"". Nominations include Flickr, a web photo album which lets people upload, tag, share and publish their images to blogs. Podcasting has also made an appearance in the category. It is an increasingly popular idea that makes use of RSS (really simple syndication) and audio technology to let people easily make their own radio shows, and distribute them automatically onto portable devices.

Many are done by those who already have text-based blogs, so they are almost like audio blogs. Three new categories have been added to the list this year, including best food, best entertainment, and best writing of a weblog. One of the categories that was scrapped though was best music blog. The winners of the fifth annual Bloggies are chosen by the public. Public voting closes on 3 February and the winners will be announced sometime between 13 and 15 March.
",10
902,"Collins appeals against drugs ban

Sprinter Michelle Collins has lodged an appeal against her eight-year doping ban with the North American Court of Arbitration for Sport (CAS).

The 33-year-old received the ban last month as a result of her connection to the federal inquiry into the Balco doping scandal. She is the first athlete to be banned without a positive drugs test or an admission of drugs use. CAS has said that a ruling is normally given within four months of an appeal. Collins was suspended by the US Anti-Doping Agency based on patterns observed in her blood and urine tests as well as evidence in the Balco investigation. As well as being hit with the ban, Collins was stripped of her 2003 world and US indoor 200m titles. The San Francisco-based Balco laboratory is at the centre of the scandal which has rocked the sport. The company has been accused of distributing illegal performance-enhancing drugs to elite athletes.
",9
970,"Apple rejects flawed claims about its contact tracing tech

Apple has been forced to reject damaging claims against its contact tracing tech now circulating on Facebook.

Even as we consider revelations Facebook shelved internal research suggesting its algorithms generate divisiveness, Apple has been forced to reject damaging claims against its contact tracing tech currently spreading on Facebook.

Exposure Notification is not spying on you
Numerous hysterical myths concerning the Apple/Google contact tracing technology are being circulated on Facebook. A series of posts claim the Exposure Notification feature inside iOS 13.5 will allow authorities to track people’s locations and monitor who they meet – which is precisely what it tries not to do.

This is not correct.

[ Keep up on the latest thought leadership, insights, how-to, and analysis on IT through Computerworld’s newsletters. ]
The solution requires individuals use a government-approved app and that they consent to sharing any information. Not only this, but both Apple and Google have barred governments from harvesting GPS data or requiring users to share personal information when using the app.

An Apple spokesperson told Reuters:

“You will still need to download an app from a public health agency to use the Exposure Notifications feature.”

How it works
In order to work, the solution relies on random Bluetooth identifiers shared between devices. This information forms a record of proximity but does not include location data.

[ Take this mobile device management course from PluralSight and learn how to secure devices in your company without degrading the user experience. ]
When they announced their work, Apple and Google promised that any apps using the technology “must require users to consent before  sharing a positive test result, and the  ’keys’  associated with their devices, with  the public health authority.” Users should also be able to turn off exposure notifications at any time.

The tech firms are attempting to create a contact tracing solution that gathers as little personal information as possible, and have previously promised to delete the feature once the current crisis has passed.

The intention of the tech is that government or health authorities can use the API to build apps with which to monitor the disease outbreak.

What is contact tracing?
Contact tracing is seen as a way to help control the pandemic. The information should warn people when they have been exposed to the diseases.

This could enable life to return to something a little more like business as usual, while also saving lives – though the efficiency is limited if people refuse to use the apps.

The tech-based solution won’t be the only tool used for this: Many governments are hiring tens of thousands of human contact tracers to interview COVID-19 sufferers in order to find out who they have interacted with.

Apple and Google continue development
Apple and Google both released APIs for their technology earlier this month. These are designed to make it possible for both Android and iOS devices to work together for contact tracing using officially sanctioned government apps.

The two companies are also developing a broader Bluetooth-based contact tracing platform by building this functionality into the underlying platforms, they said in April.

“This is a more robust solution than an API and would allow more individuals to participate, if they choose to opt in, as well as enable interaction with a broader ecosystem of apps and government health authorities,” the companies explained at that time.

“Privacy, transparency, and consent are of utmost importance in this effort, and we look forward to building this functionality in consultation with interested stakeholders.""

Who is using these apps ?
Apple and Google have said 23 countries and several U.S. states have requested access to its APIs. The first app to make use of the Apple/Google API has appeared in Switzerland, with a Latvian initiative not far behind.

There are some governments who want to gather all the information for analysis on servers they control, but the Apple/Google model does not enable this; instead, analysis takes place on the device.

The idea is that by retaining control of data on user devices, privacy is maintained.

Those countries attempting to gather this data in a far less private, centralized fashion are having problems creating solutions that actually work.

One app tested in the UK is glitchy, drains batteries and doesn’t work well between platforms, among other problems. That’s a shame, given that it now has a higher death rate per million than any other country in the world, and could probably use an effective solution.

Please follow me on Twitter, or join me in the AppleHolic’s bar & grill and Apple Discussions groups on MeWe.",10
861,"Collins named UK Athletics chief

UK Athletics has ended its search for a new performance director by appointing psychologist Dave Collins.

Collins, who worked with the British teams at the 2000 and 2004 Olympics, takes over from Max Jones. Six candidates were interviewed for the job, including Denise Lewis' coach Charles van Commenee and former British triple jumper Keith Connor. ""We've searched long and hard to ensure we have found the right person,"" said UKA chief executive David Moorcroft. ""We have thoroughly tested the candidates. I believe David will make a great leader and I have great faith in what he will achieve."" Collins said: ""It's a great challenge. Over the next few months I will spend time listening to those who already make a significant contribution to athletics and other elite sports in the UK."" Collins, who has worked with javelin thrower Steve Backley in the past, started his career as a Royal Marine before becoming a PE teacher. He is currently professor of physical education and sport performance at Edinburgh University, where he helps competitors across many sports, including rugby, athletics, judo and football.

He has specialised in helping competitors fulfil their potential through psychology and has worked with the Great Britain women's curling team, who won gold at the 2002 Winter Olympics. Mark Lewis-Francis sought Collins' advice in Athens when he was looking for inspiration before he ran the final leg of Britain's surprise triumph in the 4x100m relay. Collins has played rugby at regional level, was captain of the Great Britain American Football team, and competed at national level in judo and karate. He arrives with British athletics at a crossroads. Despite Kelly Holmes' golden double and the success of the sprint relay squad, the GB team failed to live up to expectations in Athens. Many older competitors have retired or are coming to the end of their careers, and Britain failed to win a single medal at the world junior championships in Italy this year. Collins will not have day-to-day coaching contact with the athletes, but will be expected to make changes to the system and coaching set-up in order to secure medals at the Beijing Olympics in 2008. The appointment of a new performance director was one of the main recommendations in Sir Andrew Foster's review of the sport, which was published in May. It was commissioned by UK Sport and Sport England, which wanted UK Athletics to justify funding of more than £40m from the Government following the failure to hang on to the 2005 World Championships, which are now being held in Helsinki. Van Commenee dropped out of the selection process to take on the same role with the Dutch Olympic Committee, while Connor's application was rejected after an arduous interview process. Foster, however, declared himself satisfied with how the appointment was made. ""The appointment of David Collins, with his strong mix of leadership skills and managerial experience, is testament to the professional and detailed recruitment process,"" he said.
",9
129,"Bangkok film festival battles on

Organisers of the third Bangkok International Film Festival have been determined to carry on with this year's event despite the ravages of the Asian tsunami disaster.

The festivities have been scaled down, red carpets have been mothballed and profits from ticket sales are being donated to the tsunami relief fund. Apart from this, however, the festival has continued as originally planned. ""When the disaster happened, we naturally asked ourselves if we should cancel,"" said the festival's executive director, Craig Prater. ""The decision was made that we would continue, but that the focus would change.

""Our premieres became fundraisers, the opening night was visibly toned down and 10% of every ticket sold goes to the disaster fund,"" he continued. ""But we feel like we've turned a page. We've acknowledged our position, and now it's business as usual.""

Mr Prater's sentiments were echoed by Christine Rush, director of the festival's sister event, the Bangkok Film Market. ""We have been careful to be respectful of the Thai nation's recovery from this terrible disaster,"" she said.

""However, the nation's recovery very much depends upon it continuing its economic life. ""We are encouraging attendees to keep the victims in mind and aggressively support the aid organisations helping out,"" she added. Given the conspicuously low audience figures, that support may be more symbolic than significant. However, poor ticket sales have less to do with any fallout from the disaster and more to do with administrative and promotional difficulties.

The eclectic programme contains a wide range of titles, including such Oscar hopefuls as Ray Charles biopic Ray and Mike Leigh's abortion drama Vera Drake. That said, the absence of Thai subtitles on most film prints might have proved offputting to local cinemagoers.

On a more positive note, the celebrity guests attending the event have generated huge media interest in this busy capital city. Problems securing air transport, the clash with last Sunday's Golden Globes ceremony in Los Angeles and other factors have forced some big names to cancel.

But the festival has still attracted such Hollywood directors as Oliver Stone and Joel Schumacher, alongside such screen stars as Michael Douglas, Jeremy Irons and Jean-Claude Van Damme. Irons, whose film Being Julia is in competition for the festival's Golden Kinnaree awards, said he had wondered whether he should attend after December's catastrophe. ""I questioned whether I should come when such a tragedy had happened,"" the British actor said. ""I thought it might be in rather bad taste. But then I spoke to the organisers and I was encouraged to let life go on. ""Now I've come here I'm very glad. What impresses me about Thai culture is they get over these things far quicker than we do in the West,"" he continued. ""Basically I was invited here by Thailand. If they still want you to come, you should.""

Now in its third year, Bangkok is a relatively recent addition to the hectic film festival calendar. And while it has yet to attain the stature of more established events held in Hong Kong, Tokyo and Pusan in South Korea, Mr Prater predicts it will soon become their equal. ""It's grown awfully fast in three years - maybe too fast,"" he concedes. ""We've had some bumps in the road, but that's only because the festival is still a baby. ""I have no doubt in my mind that in five years, this will be the top Asian film festival in the world."" The Golden Kinnarees will be awarded on Friday. The festival itself runs until 24 January.
",1
472,"How the First World War ended 
Professor David Stevenson explains how the war came to an end, and why Germany accepted the harsh terms of the armistice.
To understand how and why the First World War terminated, we should remember why it failed to end sooner. In its middle years the conflict became a triple stalemate, at once military (neither side could achieve a breakthrough), diplomatic (the two sides’ objectives diverged too widely to allow peace through compromise), and domestic political (until the Bolshevik Revolution of November 1917, governments in all the Great Power belligerents remained committed to victory). In contrast, on the Eastern Front the crucial development, which enabled Soviet Russia’s withdrawal from the war (formalised by the signing of the Brest-Litovsk peace treaty of March 1918), was that a majority of the Bolshevik leaders was willing to concede all the Central Powers’ demands rather than risk being overthrown. In any case, much of the Russian army deserted after the Bolshevik takeover, rendering organised resistance impossible. Even so, the Brest-Litovsk treaty did not halt operations. In the summer of 1918, the Central Powers overran the Baltic coast, Ukraine and the Crimea, and sent troops to Finland and Georgia. Right up until November, hundreds of thousands of their forces stayed in the east.
The end of the war in Western Europe
By contrast, in Western Europe the key variable that changed was military: once the strategic balance shifted decisively, Germany applied for a ceasefire and for a peace settlement based on the American President Woodrow Wilson ’s ‘Fourteen Points’ of January 1918, which Germany had initially rejected. Only after the German Government had publicly admitted that the war could not be won did revolution follow, and rule out further resistance to the victors’ terms.

Germany in 1918 was not a dictatorship, but the army high command (Paul von Hindenburg as Chief of the General Staff and Erich Ludendorff as First Quartermaster-General) held a veto over key decisions in foreign policy. Wilhelm II feared confronting them, and by threatening to resign they could remove officials whom they thought too moderate. The key development on the road to the armistice therefore came on 28 September, when Ludendorff suffered a breakdown. That evening he told Hindenburg that an early ceasefire was imperative, and Hindenburg agreed. Ludendorff had been under strain for months, but developments in the Balkans, France and in the German army precipitated his collapse.

The trigger was a ceasefire appeal by Germany’s smallest partner. Starting on 15 September, Allied forces in Macedonia had attacked and routed the Bulgarian army. If Bulgaria dropped out, the Central Powers would geographically split in two, separating Ottoman Turkey from Austria-Hungary and Germany. In addition, Allied forces could threaten the Ploesti oilfield in Romania. Bulgaria therefore mattered in its own right. But it surrendered partly because of wider developments in the war. German and Austro-Hungarian forces had withdrawn from Macedonia to fight elsewhere, and the Balkan crisis coincided with a larger crisis on the Western Front. Between March and July 1918 five German all-out assaults – the ‘Ludendorff offensives’ – had advanced up to 50 miles (80 kilometres) towards the Channel ports and Paris, but compelled neither Britain nor France to make peace before the American army arrived in strength. Between July and November the Allies drove Germany back, expelling it from most of France and much of Belgium. On 26 September Allied forces opened a sequence of attacks along a huge sector between the Argonne forest and Flanders, and on 29 September British Empire troops broke through the strongest German defence position, the Hindenburg Line. The German army could neither overwhelm its enemies in an all-out offensive, nor halt their advance through defensive attrition. The situation on the Western Front had altered fundamentally since the stalemate of 1915–17.

Allied advantages
Technology was one factor. The Allies possessed hundreds of tanks against Germany’s dozens. The German high command cited tanks as one reason why a ceasefire was needed: they were used in massed attacks on the Marne on 18 July and near Amiens on 8 August. Yet the tanks advanced only at walking pace and were vulnerable to breakdown and to German fire. They were a supplementary advantage rather than a war-winning weapon. More important was Allied artillery. This meant particularly heavy guns, which could destroy trenches and dugouts, and if guided by aerial reconnaissance and photographs could silence Germany’s guns by surprise bombardments. At the same time, lighter field-gun batteries laid down a ‘creeping barrage’ that stifled the German machine guns until the Allied infantry were upon them. The British and French possessed a flexible logistical system that used roads as well as railways, enabling them to shuttle forces rapidly from sector to sector, whereas by late September Germany’s lateral trunk line was paralysed. Behind the barbed wire lay the home fronts, where British and French factories delivered machine guns, artillery, gas, tanks and aircraft in extraordinary quantities, backed by American, oil, steel, machinery and finance. Equally crucial was command of the Atlantic, across which North American troops and commodities were transported. In 1917 the U-boats threatened to starve Britain into surrender; by 1918 they were contained.

A further Allied advantage was in ‘manpower’, as it was called at the time. Britain and France had greater success than Germany in recruiting women to make munitions; the German army had to release hundreds of thousands of troops into arms production. During 1918 the German army suffered a million casualties in the offensives from March to July; and nearly as many again between July and November. Although Britain and France were also running short of soldiers, American military personnel in France rose between March and November from some 250,000 to nearly two million. The German army was not only outnumbered but also demoralised; tens of thousands of its troops surrendered every month from August onwards, while comparable numbers deserted.

Agreeing the terms of peace
Ludendorff feared that if revolution followed defeat, the soldiers would refuse to keep order. His response was to seek damage limitation. He hoped to win a breathing space and regroup. Advised by the Foreign Minister, Paul von Hintze, he envisaged appealing not to Germany’s enemies collectively but to the American President, whom the Germans thought the weak link in the opposing chain. They asked Wilson for a ceasefire prior to a peace based on the Fourteen Points (his moderate and idealistic peace programme announced in January 1918) and on his other speeches. They stage-managed a ‘revolution from above’, forming a government under Prince Max of Baden (who had a reputation as a liberal), and including the Socialist, Catholic and Progressive parties who commanded a Reichstag majority. Wilson responded by engaging with the Germans in a public exchange of notes, while consulting the European Allies privately. Eventually, not only did the Germans sign up to the Fourteen Points, but so apparently did Britain, France and Italy, at the Paris conference of 29 October–4 November. Just as it had taken two sides to start the war, so too all the parties had to be persuaded that stopping the conflict was in their interests. Even so, it is less surprising that the Germans requested a ceasefire than that the Americans and the European Allies conceded one, when at last the military operations were moving their way.

Part of the explanation for this paradox is that America, Britain and France were wary of each other as well as of their enemies, and all saw arguments against continuing into 1919. In Washington the issue was partly financial: Treasury Secretary William G McAdoo warned that the war was becoming prohibitively expensive even for America. Moreover, Wilson faced midterm elections in which his Democratic party was likely to lose ground to his Republican critics. He feared the xenophobia of the American Home Front would hamper him in brokering a moderate peace. This would apply still more if Germany were so completely beaten that Britain and France no longer needed American assistance. In Europe, in contrast, Italy would follow a Franco-British lead, and both Paris and London feared that a victory won in 1919 would be dominated by America, which would gain a corresponding dominance at the peace conference. And although Wilson insisted on the Fourteen Points becoming the political framework of the armistice, he left the technical terms to the European Allies. The naval terms were shaped by the British Admiralty, which insisted on Germany surrendering all its submarines and its most modern battleships. The land terms were decided mainly by the Allied General-in-Chief, Ferdinand Foch, who required the Germans to withdraw so quickly that they abandoned much of their heavy equipment, enabling the Allies to occupy Belgium (a central British concern), Alsace-Lorraine (a central French one), and the west bank of the Rhine, as well as bridgeheads on the east bank. Furthermore, Germany had to abandon all its gains in Russia, while the Italians under their ceasefire with Austria could occupy Trieste and the Trentino. Germany had also to evacuate German East Africa, the one overseas colony where its forces continued to resist. The European Allies used the peace agreement to install their forces in the territories to which they had pretensions, and to weaken Germany to such an extent that it could not renew hostilities.

Why did Germany accept an armistice with such severe terms?
The question remains why Germany accepted terms that were much less favourable than Hindenburg and Ludendorff had envisaged. Part of the answer is that Wilhelm II dismissed Ludendorff on 17 October, while ordering Hindenburg to stay in post and thereby splitting the two generals. As Ludendorff was replaced by the more conciliatory and realistic Wilhelm Groener, the military veto over foreign policy was lifted. Ludendorff lost credibility with the German politicians by urging them to reject an armistice once he realised its conditions would be severe, and Wilson’s pressure for democratisation within Germany may also have contributed to the change in the high command. Two further developments completed the destruction of Berlin’s bargaining position. The first was a series of nationalist revolutions in Austria-Hungary at the end of October. Poland, Czechoslovakia and Yugoslavia emerged at the former Dual Monarchy’s expense, while the remainders of its Austrian and Hungarian halves separated. On 31 October Ottoman Turkey also signed a ceasefire, partly because Bulgaria’s surrender had opened the road for Allied armies to reach Istanbul. If Germany fought on now, it would do so alone. But the final blow was revolution in Germany itself. It began when the navy prepared a suicidal final sortie against the Thames estuary and London. Once the battleships began to get up steam, their crews mutinied. The warships put in to shore at Kiel, and the sailors joined hands with munitions workers to raise the red flag. Revolution spread across north Germany and on 9 November a republic was proclaimed in Berlin, under a socialist provisional government, while Wilhelm fled into exile. Groener advised the new authorities to conclude a ceasefire on any terms available, which they did.

The armistice offered Germany apparently lenient political terms, based on the Fourteen Points, but stringent naval and military conditions. Almost immediately some Allied leaders felt the war had been halted too soon – as the American commander, John J Pershing, had warned before the ceasefire was signed. Germany’s forces still stood everywhere on foreign territory, and only four months previously its territorial conquests had reached their maximum. German nationalists soon propagated the myth that the defeat was bogus, and that German Jews and communists, as well as the socialist provisional government, had stabbed the warrior heroes in the back. If the Allies had demanded unconditional surrender or had paraded through Berlin, they might have hammered home that Germany really had been beaten, undercutting the far right. Yet at the time none of the Allied political chiefs wished to occupy the German interior. In the pre-ceasefire discussions Pershing had been countered by Foch, who warned that fighting on would cost tens of thousands of lives for advantages that were nebulous. Indeed, the armistice conditions weakened Germany sufficiently for the Allies to be able seven months later to impose the Versailles Treaty over vehement German opposition, and if the victors had held together to uphold the Treaty’s disarmament clauses, no second world war need have followed. But this was for the future. In November 1918 leaders in Washington, Paris and London judged that now that fighting no longer served a political purpose, no further loss of life was justified and the bloodshed they had endured for so long could finally come to an end.",4
108,"Legendary music studio to close

The New York music studio where John Lennon spent his final hours is to close next month.

The Hit Factory, which opened 37 years ago, has played host to some of the biggest stars in music, including Paul Simon, Madonna and David Bowie. However, the rise in digital recording has affected business at the studio, which is relocating to smaller premises in Miami. Lennon recorded his final album Double Fantasy at the studio in 1979.

The studio was founded by Jerry Ragovoy in 1968. In 1975 it was sold to fellow producer Edward Germano, who turned it into a 100,000 square foot studio with seven recording rooms and live mastering suites. His first client was Stevie Wonder, who recorded part of his classic album Songs In The Key Of Life there. Other well-known albums to be recorded or partially recorded at the studio include Bruce Springsteen's Born In The USA, the Rolling Stones' Emotional Rescue and Paul Simon's Graceland. Michael Jackson, Billy Joel, Jay-Z and Beyonce are also among artists who have used the Hit Factory in the past, as well as 50 Cent who survived an attempt on his life as he left the premises in 2000. The studio made history in 1994 when it won a record 41 Grammy nominations for songs recorded, mastered or mixed there, including the soundtrack to the Whitney Houston film The Bodyguard.
",1
248,"     1         pound  chicken ; breasts -- cubed
       1      teaspoon  salt
       1      teaspoon  cornstarch
       3                green peppers -- cut into 1/
                        set above ingredients aside
                        sauce
       2    tablespoon  soy sauce
       1    tablespoon  soybean paste
       1    tablespoon  sugar
       2    tablespoon  rice wine vinegar
     1/2      teaspoon  salt

Mix the above ingredients well and set aside. Cook chicken  in a little oil and minced garlic.   When the chicken  is  no longer pink, add the bamboo shoots and the green pepper to the wok (or  fry pan if you don't have a wok).  Cook for a minute or two. Sprinkle a little of the rice wine vinegar over the chicken/veggie mixture and cook another minute.  Add nuts and cook another minute.  Pour sauce over the contents of wok and cook until heated through. Serve over  hot cooked rice with a nice side dish liked my Szechuan  Green Beans (see Green Beans R? under this same BB) Hope you enjoy! DAN GRUBER   (PXSM21A)",2
926,"Microsoft launches its own search

Microsoft has unveiled the finished version of its home-grown search engine.

The now formally launched MSN search site takes the training wheels off the test version unveiled in November 2003. The revamped engine indexes more pages than before, can give direct answers to factual questions, and features tools to help people create detailed queries. Microsoft faces challenges establishing itself as a serious search site because of the intense competition for queries.

Google still reigns supreme as the site people turn to most often when they go online to answer a query, keep up with news or search for images. But in the last year Google has faced greater competition than ever for users as old rivals, such as Yahoo and Microsoft, and new entrants such as Amazon and Blinkx, try to grab some of the searching audience for themselves. This renewed interest has come about because of the realisation that many of the things people do online begin with a search for information - be it for a particular web page, recipe, book, gadget, news story, image or anything else. Microsoft is keen to make its home-grown search engine a significant rival to Google. To generate its corpus of data, Microsoft has indexed 5 billion webpages and claims to update its document index every two days - more often than rivals. The Microsoft search engine can also answer specific queries directly rather than send people to a page that might contain the answer.

For its direct answer feature, Microsoft is calling on its Encarta encyclopaedia to provide answers to questions about definitions, facts, calculations, conversions and solutions to equations. Tony Macklin, director of product at Ask Jeeves, pointed out that its search engine has been answering specific queries this way since April 2003. ""The major search providers have moved beyond delivering only algorithmic search, so in many ways Microsoft is following the market,"" he said. Tools sitting alongside the MSN search engine allow users to refine results to specific websites, countries, regions or languages. Microsoft is also using so-called ""graphic equalisers"" that let people adjust the relevance of terms to get results that are more up-to-date or more popular. The company said that user feedback from earlier test versions had been used to refine the workings of the finished system. The test, or beta, version of the MSN search engine unveiled in November had a few teething troubles. On its first day many new users keen to try it were greeted with a page that said the site had been overwhelmed.
",10
634,"Civil servants in strike ballot

The UK's biggest civil service union is to ballot its 290,000 members on strikes in protest at government plans to extend their pension age to 65.

The Public and Commercial Services Union will co-ordinate any action with up to six other public sector unions. Unions have already earmarked 23 March for a one-day strike which could involve up to 1.4 million UK workers. The government says unions will be consulted before any changes are made to the pension system.

PCS leader Mark Serwotka warned there could be further walkouts unless there was a government rethink.

""For a government that lectures everyone on choice - choice on public service, choice on this and choice on that - isn't it ironic that they're saying to public sector workers there is no choice,"" he said. ""If you want the pension you were promised when you started you must work for an extra five years - that is working until people drop. ""In the 20th century, it's completely unacceptable."" BBC correspondent Stephen Cape said the combined unions represented ""a formidable force"" which could embarrass the government in the run-up to the General Election. A stoppage involving civil servants, in particular, could seriously disrupt or close government departments, agencies and museums, he said.

Opposition to raising the retirement age is ""one thing all the unions are agreed on"", our correspondent added. Unison's 800,000 workers, the Transport and General Workers' Union's 70,000 and Amicus' 20,000 are among those being balloted about a 23 March walkout. Deputy Prime Minister John Prescott held a private meeting with senior union figures on Thursday night. Our correspondent said that he understood no deal had been offered in that meeting but that there was room for further negotiations. There was ""some possibility"" of the strike action being avoided, he added.
",7
721,"I am looking for a source of orbital element sets
other than UAF/Space Command.  I believe there is
one on CompuServe.  Please let me know what other
possible sources there are and how I can reach 
them.  Thanks much.
",8
